lesson_id,school_id,teacher_id,persona,subject_id,class_arm_id,room_id,room_type_matches_subject,day_of_week,start_time,end_time,consecutive_period_count,time_slot_hour,soft_preference_score
SCH-068-LSN-0053,SCH-068,TCH-00906,veteran_staff_room_boss,Physics,SS2A,SCI-LAB-01,1,Wednesday,8:40,9:20,1,8:40,4
SCH-068-LSN-0054,SCH-068,TCH-00906,veteran_staff_room_boss,Biology,SS1B,SCI-LAB-01,1,Friday,9:20,10:00,1,9:20,4
SCH-068-LSN-0055,SCH-068,TCH-00906,veteran_staff_room_boss,Biology,SS2B,SCI-LAB-01,1,Tuesday,9:20,10:00,1,9:20,4
SCH-068-LSN-0056,SCH-068,TCH-00906,veteran_staff_room_boss,Biology,SS2B,SCI-LAB-01,1,Tuesday,10:00,10:40,1,10:00,4
SCH-068-LSN-0057,SCH-068,TCH-00907,overworked_generalist,CRS,SS3B,ROOM-SS3B,1,Monday,10:40,13:00,3,10:40,1.49
SCH-068-LSN-0058,SCH-068,TCH-00907,overworked_generalist,Basic Technology,SS3A,ROOM-SS3A,0,Wednesday,10:40,13:00,3,10:40,1.47
SCH-068-LSN-0059,SCH-068,TCH-00907,overworked_generalist,Basic Technology,JSS3B,ROOM-JSS3B,0,Thursday,10:40,13:00,3,10:40,1.49
SCH-068-LSN-0060,SCH-068,TCH-00907,overworked_generalist,Basic Technology,JSS2A,ROOM-JSS2A,0,Monday,8:00,10:00,3,8:00,1.43
SCH-068-LSN-0061,SCH-068,TCH-00908,overworked_generalist,CRS,SS1A,ROOM-SS1A,1,Tuesday,10:40,13:40,4,10:40,1.42
SCH-068-LSN-0062,SCH-068,TCH-00908,overworked_generalist,CRS,SS1A,ROOM-SS1A,1,Wednesday,11:40,14:20,4,11:40,1.48
SCH-068-LSN-0063,SCH-068,TCH-00908,overworked_generalist,PHE,JSS2A,ROOM-JSS2A,1,Thursday,10:40,13:40,4,10:40,1.27
SCH-068-LSN-0064,SCH-068,TCH-00908,overworked_generalist,PHE,JSS2B,ROOM-JSS2B,1,Friday,8:00,10:40,4,8:00,1.49
SCH-068-LSN-0065,SCH-068,TCH-00908,overworked_generalist,CRS,SS3A,ROOM-SS3A,1,Thursday,8:00,10:40,4,8:00,1.46
SCH-068-LSN-0066,SCH-068,TCH-00908,overworked_generalist,Basic Technology,JSS3B,ROOM-JSS3B,0,Monday,9:20,12:20,4,9:20,1.32
SCH-068-LSN-0067,SCH-068,TCH-00908,overworked_generalist,CRS,JSS3A,ROOM-JSS3A,1,Tuesday,8:00,10:40,4,8:00,0.93
SCH-068-LSN-0068,SCH-068,TCH-00909,overworked_generalist,Basic Technology,JSS2B,ROOM-JSS2B,0,Wednesday,10:00,13:40,5,10:00,1.34
SCH-068-LSN-0069,SCH-068,TCH-00909,overworked_generalist,PHE,SS2A,ROOM-SS2A,1,Thursday,10:00,13:40,5,10:00,1.23
SCH-068-LSN-0070,SCH-068,TCH-00909,overworked_generalist,PHE,SS2B,ROOM-SS2B,1,Monday,10:40,14:20,5,10:40,0.97
SCH-068-LSN-0071,SCH-068,TCH-00909,overworked_generalist,CRS,SS2B,ROOM-SS2B,1,Tuesday,10:40,14:20,5,10:40,0.51
SCH-068-LSN-0072,SCH-068,TCH-00909,overworked_generalist,Basic Technology,JSS3B,WORKSHOP-01,1,Friday,8:00,11:20,5,8:00,1.13
SCH-068-LSN-0073,SCH-068,TCH-00910,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Monday,13:00,13:40,1,13:00,4.5
SCH-068-LSN-0074,SCH-068,TCH-00910,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-068-LSN-0075,SCH-068,TCH-00910,nysc_corper,Civic Education,JSS3A,ROOM-JSS3A,1,Monday,8:00,8:40,1,8:00,0
SCH-068-LSN-0076,SCH-068,TCH-00910,nysc_corper,Civic Education,JSS3A,ROOM-JSS3A,1,Monday,8:40,9:20,1,8:40,0
SCH-068-LSN-0077,SCH-068,TCH-00911,nysc_corper,Civic Education,JSS2A,ROOM-JSS2A,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-068-LSN-0078,SCH-068,TCH-00911,nysc_corper,Civic Education,JSS3A,ROOM-JSS3A,1,Thursday,13:00,13:40,1,13:00,4.5
SCH-068-LSN-0079,SCH-068,TCH-00911,nysc_corper,Civic Education,JSS3A,ROOM-JSS3A,1,Thursday,13:40,14:20,1,13:40,4.5
SCH-069-LSN-0001,SCH-069,TCH-00912,overworked_generalist,CRS,JSS2A,ROOM-JSS2A,1,Wednesday,8:40,12:20,5,8:40,1.5
SCH-069-LSN-0002,SCH-069,TCH-00912,overworked_generalist,Basic Technology,JSS3A,ROOM-JSS3A,0,Tuesday,10:40,14:20,5,10:40,1.49
SCH-069-LSN-0003,SCH-069,TCH-00912,overworked_generalist,CRS,JSS3A,ROOM-JSS3A,1,Monday,8:00,11:20,5,8:00,1.47
SCH-069-LSN-0004,SCH-069,TCH-00912,overworked_generalist,Basic Technology,SS2A,ROOM-SS2A,0,Thursday,8:40,12:20,5,8:40,1.21
SCH-069-LSN-0005,SCH-069,TCH-00912,overworked_generalist,CRS,JSS1B,ROOM-JSS1B,1,Friday,8:40,12:20,5,8:40,1.12
SCH-069-LSN-0006,SCH-069,TCH-00913,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Monday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0007,SCH-069,TCH-00913,nysc_corper,Basic Science,JSS3B,ROOM-JSS3B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-069-LSN-0008,SCH-069,TCH-00914,nysc_corper,Civic Education,JSS2A,ROOM-JSS2A,1,Monday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0009,SCH-069,TCH-00914,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Monday,13:40,14:20,1,13:40,4.5
SCH-069-LSN-0010,SCH-069,TCH-00914,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0011,SCH-069,TCH-00914,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-069-LSN-0012,SCH-069,TCH-00914,nysc_corper,Civic Education,JSS1A,ROOM-JSS1A,1,Wednesday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0013,SCH-069,TCH-00914,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Wednesday,13:40,14:20,1,13:40,4.5
SCH-069-LSN-0014,SCH-069,TCH-00914,nysc_corper,Civic Education,JSS1A,ROOM-JSS1A,1,Thursday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0015,SCH-069,TCH-00914,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Thursday,13:40,14:20,1,13:40,4.5
SCH-069-LSN-0016,SCH-069,TCH-00915,hustling_subject_specialist,Further Mathematics,SS2A,ROOM-SS2A,1,Monday,8:00,9:20,2,8:00,4
SCH-069-LSN-0017,SCH-069,TCH-00915,hustling_subject_specialist,Further Mathematics,SS1A,ROOM-SS1A,1,Monday,9:20,10:40,2,9:20,4
SCH-069-LSN-0018,SCH-069,TCH-00915,hustling_subject_specialist,Further Mathematics,SS2A,ROOM-SS2A,1,Monday,10:40,12:20,2,10:40,4
SCH-069-LSN-0019,SCH-069,TCH-00916,overworked_generalist,Basic Technology,JSS1B,ROOM-JSS1B,0,Monday,10:00,13:00,4,10:00,1.5
SCH-069-LSN-0020,SCH-069,TCH-00916,overworked_generalist,Basic Technology,JSS3B,ROOM-JSS3B,0,Thursday,8:40,11:20,4,8:40,1.49
SCH-069-LSN-0021,SCH-069,TCH-00916,overworked_generalist,CRS,JSS3A,ROOM-JSS3A,1,Tuesday,8:00,10:40,4,8:00,1.48
SCH-069-LSN-0022,SCH-069,TCH-00916,overworked_generalist,Basic Technology,JSS1B,ROOM-JSS1B,0,Wednesday,10:40,13:40,4,10:40,1.42
SCH-069-LSN-0023,SCH-069,TCH-00917,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-069-LSN-0024,SCH-069,TCH-00917,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0025,SCH-069,TCH-00917,nysc_corper,Basic Science,JSS3A,ROOM-JSS3A,1,Wednesday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0026,SCH-069,TCH-00917,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Thursday,13:00,13:40,1,13:00,4.5
SCH-069-LSN-0027,SCH-069,TCH-00918,veteran_staff_room_boss,Physics,SS3B,SCI-LAB-01,1,Monday,8:40,9:20,1,8:40,4
SCH-069-LSN-0028,SCH-069,TCH-00918,veteran_staff_room_boss,Chemistry,SS1A,SCI-LAB-01,1,Tuesday,8:40,9:20,1,8:40,4
SCH-069-LSN-0029,SCH-069,TCH-00918,veteran_staff_room_boss,Physics,SS3A,SCI-LAB-01,1,Monday,9:20,10:00,1,9:20,4
SCH-069-LSN-0030,SCH-069,TCH-00918,veteran_staff_room_boss,Physics,SS2A,SCI-LAB-01,1,Monday,10:00,10:40,1,10:00,4
SCH-069-LSN-0031,SCH-069,TCH-00918,veteran_staff_room_boss,Chemistry,SS1A,SCI-LAB-01,1,Tuesday,9:20,10:00,1,9:20,4
SCH-069-LSN-0032,SCH-069,TCH-00918,veteran_staff_room_boss,Chemistry,SS2B,SCI-LAB-01,1,Tuesday,10:00,10:40,1,10:00,4
SCH-069-LSN-0033,SCH-069,TCH-00919,overworked_generalist,PHE,SS2B,ROOM-SS2B,1,Wednesday,10:40,14:20,5,10:40,1.49
SCH-069-LSN-0034,SCH-069,TCH-00919,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Thursday,8:00,11:20,5,8:00,1.4
SCH-069-LSN-0035,SCH-069,TCH-00919,overworked_generalist,CRS,SS3B,ROOM-SS3B,1,Friday,8:40,12:20,5,8:40,1.5
SCH-069-LSN-0036,SCH-069,TCH-00919,overworked_generalist,CRS,JSS3B,ROOM-JSS3B,1,Tuesday,10:00,13:40,5,10:00,1.46
SCH-069-LSN-0037,SCH-069,TCH-00920,veteran_staff_room_boss,Physics,SS1A,SCI-LAB-01,1,Monday,8:40,9:20,1,8:40,4
SCH-069-LSN-0038,SCH-069,TCH-00920,veteran_staff_room_boss,Biology,SS1A,SCI-LAB-01,1,Wednesday,8:40,9:20,1,8:40,4
SCH-069-LSN-0039,SCH-069,TCH-00920,veteran_staff_room_boss,Physics,SS3A,SCI-LAB-01,1,Monday,10:00,10:40,1,10:00,4
SCH-069-LSN-0040,SCH-069,TCH-00920,veteran_staff_room_boss,Biology,SS1B,SCI-LAB-01,1,Wednesday,9:20,10:00,1,9:20,4
SCH-069-LSN-0041,SCH-069,TCH-00920,veteran_staff_room_boss,Biology,SS2A,SCI-LAB-01,1,Wednesday,10:00,10:40,1,10:00,4
SCH-069-LSN-0042,SCH-069,TCH-00920,veteran_staff_room_boss,Physics,SS3B,SCI-LAB-01,1,Thursday,8:40,9:20,1,8:40,4
SCH-069-LSN-0043,SCH-069,TCH-00921,hustling_subject_specialist,Economics,SS3A,ROOM-SS3A,1,Wednesday,8:00,9:20,2,8:00,4
SCH-069-LSN-0044,SCH-069,TCH-00921,hustling_subject_specialist,Economics,SS2B,ROOM-SS2B,1,Wednesday,9:20,10:40,2,9:20,4
SCH-069-LSN-0045,SCH-069,TCH-00921,hustling_subject_specialist,Economics,SS3B,ROOM-SS3B,1,Wednesday,10:40,12:20,2,10:40,4
SCH-069-LSN-0046,SCH-069,TCH-00921,hustling_subject_specialist,Economics,SS3A,ROOM-SS3A,1,Thursday,8:00,9:20,2,8:00,4
SCH-069-LSN-0047,SCH-069,TCH-00922,overworked_generalist,PHE,SS2A,ROOM-SS2A,1,Tuesday,10:40,13:40,4,10:40,1.45
SCH-069-LSN-0048,SCH-069,TCH-00922,overworked_generalist,PHE,JSS1A,ROOM-JSS1A,1,Wednesday,8:40,11:20,4,8:40,1.49
SCH-069-LSN-0049,SCH-069,TCH-00922,overworked_generalist,Basic Technology,SS2B,ROOM-SS2B,0,Monday,8:00,10:40,4,8:00,1.39
SCH-069-LSN-0050,SCH-069,TCH-00922,overworked_generalist,PHE,SS2B,ROOM-SS2B,1,Thursday,10:40,13:40,4,10:40,1.49
SCH-069-LSN-0051,SCH-069,TCH-00923,hustling_subject_specialist,Economics,SS3A,ROOM-SS3A,1,Monday,8:00,9:20,2,8:00,4
SCH-069-LSN-0052,SCH-069,TCH-00923,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Monday,10:40,12:20,2,10:40,4
SCH-069-LSN-0053,SCH-069,TCH-00923,hustling_subject_specialist,Economics,SS1B,ROOM-SS1B,1,Monday,9:20,10:40,2,9:20,4
SCH-069-LSN-0054,SCH-069,TCH-00923,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Wednesday,9:20,10:40,2,9:20,4
SCH-069-LSN-0055,SCH-069,TCH-00924,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Tuesday,10:00,11:20,2,10:00,4
SCH-069-LSN-0056,SCH-069,TCH-00924,hustling_subject_specialist,Economics,SS1A,ROOM-SS1A,1,Wednesday,10:40,12:20,2,10:40,4
SCH-069-LSN-0057,SCH-069,TCH-00924,hustling_subject_specialist,Economics,SS2A,ROOM-SS2A,1,Tuesday,8:00,9:20,2,8:00,4
SCH-069-LSN-0058,SCH-069,TCH-00924,hustling_subject_specialist,Economics,SS3B,ROOM-SS3B,1,Wednesday,8:00,9:20,2,8:00,4
SCH-070-LSN-0001,SCH-070,TCH-00925,overworked_generalist,PHE,JSS1A,ROOM-JSS1A,1,Thursday,10:00,13:40,5,10:00,1.49
SCH-070-LSN-0002,SCH-070,TCH-00925,overworked_generalist,PHE,JSS3A,ROOM-JSS3A,1,Wednesday,8:40,12:20,5,8:40,1.47
SCH-070-LSN-0003,SCH-070,TCH-00925,overworked_generalist,PHE,SS1B,ROOM-SS1B,1,Tuesday,10:40,14:20,5,10:40,1.41
SCH-070-LSN-0004,SCH-070,TCH-00925,overworked_generalist,Basic Technology,JSS1B,ROOM-JSS1B,0,Monday,10:00,13:40,5,10:00,1.43
SCH-070-LSN-0005,SCH-070,TCH-00925,overworked_generalist,Basic Technology,JSS2B,ROOM-JSS2B,0,Friday,8:00,11:20,5,8:00,0.94
SCH-070-LSN-0006,SCH-070,TCH-00926,overworked_generalist,Basic Technology,JSS3A,ROOM-JSS3A,0,Thursday,10:40,13:40,4,10:40,1.45
SCH-070-LSN-0007,SCH-070,TCH-00926,overworked_generalist,PHE,SS3B,ROOM-SS3B,1,Monday,11:40,14:20,4,11:40,1.49
SCH-070-LSN-0008,SCH-070,TCH-00926,overworked_generalist,CRS,JSS2A,ROOM-JSS2A,1,Friday,8:00,10:40,4,8:00,1.33
SCH-070-LSN-0009,SCH-070,TCH-00926,overworked_generalist,Basic Technology,JSS3A,WORKSHOP-01,1,Monday,8:00,10:40,4,8:00,1.34
SCH-070-LSN-0010,SCH-070,TCH-00926,overworked_generalist,Basic Technology,JSS2B,ROOM-JSS2B,0,Tuesday,10:40,13:40,4,10:40,1.37
SCH-070-LSN-0011,SCH-070,TCH-00926,overworked_generalist,CRS,JSS1B,ROOM-JSS1B,1,Wednesday,9:20,12:20,4,9:20,1.22
SCH-070-LSN-0012,SCH-070,TCH-00926,overworked_generalist,CRS,SS2A,ROOM-SS2A,1,Thursday,8:00,10:40,4,8:00,1.03
SCH-070-LSN-0013,SCH-070,TCH-00926,overworked_generalist,Basic Technology,SS1B,ROOM-SS1B,0,Tuesday,8:00,10:40,4,8:00,1.39
SCH-070-LSN-0014,SCH-070,TCH-00927,veteran_staff_room_boss,Biology,SS2B,SCI-LAB-01,1,Monday,8:40,10:00,2,8:40,4
SCH-070-LSN-0015,SCH-070,TCH-00927,veteran_staff_room_boss,Chemistry,SS3B,SCI-LAB-01,1,Monday,10:00,11:20,2,10:00,4
SCH-070-LSN-0016,SCH-070,TCH-00927,veteran_staff_room_boss,Chemistry,SS1A,SCI-LAB-01,1,Tuesday,8:40,10:00,2,8:40,4
SCH-070-LSN-0017,SCH-070,TCH-00927,veteran_staff_room_boss,Biology,SS3B,SCI-LAB-01,1,Tuesday,10:00,11:20,2,10:00,4
SCH-070-LSN-0018,SCH-070,TCH-00928,overworked_generalist,Basic Technology,JSS2A,WORKSHOP-01,1,Monday,10:00,12:20,3,10:00,1.49
SCH-070-LSN-0019,SCH-070,TCH-00928,overworked_generalist,PHE,SS2A,ROOM-SS2A,1,Friday,9:20,11:20,3,9:20,1.47
SCH-070-LSN-0020,SCH-070,TCH-00928,overworked_generalist,CRS,SS3B,ROOM-SS3B,1,Thursday,11:40,13:40,3,11:40,1.45
SCH-070-LSN-0021,SCH-070,TCH-00928,overworked_generalist,PHE,SS1A,ROOM-SS1A,1,Monday,8:00,10:00,3,8:00,1.4
SCH-070-LSN-0022,SCH-070,TCH-00928,overworked_generalist,CRS,SS1A,ROOM-SS1A,1,Wednesday,11:40,13:40,3,11:40,1.42
SCH-070-LSN-0023,SCH-070,TCH-00928,overworked_generalist,PHE,SS2B,ROOM-SS2B,1,Tuesday,12:20,14:20,3,12:20,1.48
SCH-070-LSN-0024,SCH-070,TCH-00928,overworked_generalist,PHE,SS1B,ROOM-SS1B,1,Wednesday,8:40,10:40,3,8:40,1.23
SCH-070-LSN-0025,SCH-070,TCH-00928,overworked_generalist,CRS,SS2A,ROOM-SS2A,1,Monday,12:20,14:20,3,12:20,1.32
SCH-070-LSN-0026,SCH-070,TCH-00928,overworked_generalist,Basic Technology,JSS3A,ROOM-JSS3A,0,Tuesday,10:00,12:20,3,10:00,1.45
SCH-070-LSN-0027,SCH-070,TCH-00928,overworked_generalist,PHE,JSS2A,ROOM-JSS2A,1,Thursday,9:20,11:20,3,9:20,0.92
SCH-070-LSN-0028,SCH-070,TCH-00928,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Tuesday,8:00,10:00,3,8:00,0.99
SCH-070-LSN-0029,SCH-070,TCH-00929,nysc_corper,Basic Science,JSS1B,ROOM-JSS1B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-070-LSN-0030,SCH-070,TCH-00929,nysc_corper,Basic Science,JSS2B,ROOM-JSS2B,1,Monday,13:00,13:40,1,13:00,4.5
SCH-070-LSN-0031,SCH-070,TCH-00929,nysc_corper,Basic Science,JSS1A,ROOM-JSS1A,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-070-LSN-0032,SCH-070,TCH-00929,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-070-LSN-0033,SCH-070,TCH-00930,nysc_corper,Civic Education,JSS2A,ROOM-JSS2A,1,Monday,13:00,13:40,1,13:00,4.5
SCH-070-LSN-0034,SCH-070,TCH-00930,nysc_corper,Civic Education,JSS2B,ROOM-JSS2B,1,Monday,13:40,14:20,1,13:40,4.5
SCH-070-LSN-0035,SCH-070,TCH-00930,nysc_corper,Civic Education,JSS1B,ROOM-JSS1B,1,Tuesday,13:00,13:40,1,13:00,4.5
SCH-070-LSN-0036,SCH-070,TCH-00930,nysc_corper,Civic Education,JSS3B,ROOM-JSS3B,1,Tuesday,13:40,14:20,1,13:40,4.5
SCH-070-LSN-0037,SCH-070,TCH-00931,hustling_subject_specialist,Economics,SS3A,ROOM-SS3A,1,Wednesday,8:00,10:00,3,8:00,4
SCH-070-LSN-0038,SCH-070,TCH-00931,hustling_subject_specialist,Economics,SS3B,ROOM-SS3B,1,Wednesday,10:00,12:20,3,10:00,4
SCH-070-LSN-0039,SCH-070,TCH-00931,hustling_subject_specialist,Economics,SS2A,ROOM-SS2A,1,Thursday,10:40,13:00,3,10:40,4
SCH-070-LSN-0040,SCH-070,TCH-00931,hustling_subject_specialist,Physics,SS2A,SCI-LAB-01,1,Wednesday,12:20,14:20,3,12:20,-4
SCH-070-LSN-0041,SCH-070,TCH-00931,hustling_subject_specialist,Economics,SS3A,ROOM-SS3A,1,Thursday,8:00,10:00,3,8:00,4
SCH-070-LSN-0042,SCH-070,TCH-00932,overworked_generalist,CRS,SS2A,ROOM-SS2A,1,Tuesday,8:40,12:20,5,8:40,1.45
SCH-070-LSN-0043,SCH-070,TCH-00932,overworked_generalist,CRS,JSS2B,ROOM-JSS2B,1,Wednesday,8:00,11:20,5,8:00,1.5
SCH-070-LSN-0044,SCH-070,TCH-00932,overworked_generalist,CRS,SS3A,ROOM-SS3A,1,Thursday,10:40,14:20,5,10:40,1.48
SCH-070-LSN-0045,SCH-070,TCH-00932,overworked_generalist,CRS,SS1B,ROOM-SS1B,1,Monday,10:00,13:40,5,10:00,1.47
SCH-070-LSN-0046,SCH-070,TCH-00932,overworked_generalist,CRS,JSS3A,ROOM-JSS3A,1,Friday,8:00,11:20,5,8:00,1.16
SCH-070-LSN-0047,SCH-070,TCH-00933,overworked_generalist,Basic Technology,JSS3B,ROOM-JSS3B,0,Tuesday,10:00,12:20,3,10:00,1.41
SCH-070-LSN-0048,SCH-070,TCH-00933,overworked_generalist,Basic Technology,SS2A,ROOM-SS2A,0,Monday,10:00,12:20,3,10:00,1.36
SCH-070-LSN-0049,SCH-070,TCH-00933,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Friday,8:00,10:00,3,8:00,1.46
SCH-070-LSN-0050,SCH-070,TCH-00933,overworked_generalist,PHE,SS1A,ROOM-SS1A,1,Friday,10:00,12:20,3,10:00,1.36
SCH-070-LSN-0051,SCH-070,TCH-00933,overworked_generalist,PHE,SS3B,ROOM-SS3B,1,Wednesday,8:00,10:00,3,8:00,1.48
SCH-070-LSN-0052,SCH-070,TCH-00933,overworked_generalist,PHE,JSS2B,ROOM-JSS2B,1,Monday,8:00,10:00,3,8:00,1.47
SCH-070-LSN-0053,SCH-070,TCH-00934,hustling_subject_specialist,Physics,SS3A,SCI-LAB-01,1,Wednesday,10:00,11:20,2,10:00,4
SCH-070-LSN-0054,SCH-070,TCH-00934,hustling_subject_specialist,Physics,SS3A,SCI-LAB-01,1,Monday,11:40,13:00,2,11:40,0
SCH-070-LSN-0055,SCH-070,TCH-00935,veteran_staff_room_boss,Physics,SS1B,SCI-LAB-01,1,Thursday,8:40,9:20,1,8:40,4
SCH-070-LSN-0056,SCH-070,TCH-00935,veteran_staff_room_boss,Physics,SS1B,SCI-LAB-01,1,Thursday,9:20,10:00,1,9:20,4
SCH-070-LSN-0057,SCH-070,TCH-00935,veteran_staff_room_boss,Physics,SS3A,SCI-LAB-01,1,Thursday,10:00,10:40,1,10:00,4
SCH-070-LSN-0058,SCH-070,TCH-00935,veteran_staff_room_boss,Physics,SS3A,SCI-LAB-01,1,Friday,8:40,9:20,1,8:40,4
SCH-071-LSN-0001,SCH-071,TCH-00936,hustling_subject_specialist,Physics,SS3A,SCI-LAB-01,1,Monday,8:00,9:20,2,8:00,4
SCH-071-LSN-0002,SCH-071,TCH-00936,hustling_subject_specialist,Physics,SS3A,SCI-LAB-01,1,Monday,9:20,10:40,2,9:20,4
SCH-071-LSN-0003,SCH-071,TCH-00936,hustling_subject_specialist,Physics,SS1A,SCI-LAB-01,1,Monday,10:40,12:20,2,10:40,4
SCH-071-LSN-0004,SCH-071,TCH-00937,overworked_generalist,PHE,SS1B,ROOM-SS1B,1,Wednesday,10:40,14:20,5,10:40,1.42
SCH-071-LSN-0005,SCH-071,TCH-00937,overworked_generalist,CRS,JSS2B,ROOM-JSS2B,1,Thursday,9:20,13:00,5,9:20,1.45
SCH-071-LSN-0006,SCH-071,TCH-00937,overworked_generalist,PHE,SS3A,ROOM-SS3A,1,Tuesday,8:40,12:20,5,8:40,1.38
SCH-071-LSN-0007,SCH-071,TCH-00937,overworked_generalist,CRS,JSS1A,ROOM-JSS1A,1,Friday,8:40,12:20,5,8:40,1.48
SCH-071-LSN-0008,SCH-071,TCH-00938,overworked_generalist,PHE,SS2A,ROOM-SS2A,1,Wednesday,8:40,10:40,3,8:40,1.43
SCH-071-LSN-0009,SCH-071,TCH-00938,overworked_generalist,CRS,JSS2B,ROOM-JSS2B,1,Monday,8:40,10:40,3,8:40,1.48
SCH-071-LSN-0010,SCH-071,TCH-00938,overworked_generalist,Basic Technology,SS3A,ROOM-SS3A,0,Thursday,8:00,10:00,3,8:00,1.31
SCH-071-LSN-0011,SCH-071,TCH-00938,overworked_generalist,CRS,JSS1B,ROOM-JSS1B,1,Tuesday,11:40,13:40,3,11:40,1.44
SCH-071-LSN-0012,SCH-071,TCH-00938,overworked_generalist,CRS,SS3B,ROOM-SS3B,1,Thursday,12:20,14:20,3,12:20,1.45
SCH-071-LSN-0013,SCH-071,TCH-00938,overworked_generalist,CRS,SS3B,ROOM-SS3B,1,Tuesday,8:00,10:00,3,8:00,1.47
SCH-071-LSN-0014,SCH-071,TCH-00939,overworked_generalist,Basic Technology,JSS2B,ROOM-JSS2B,0,Tuesday,9:20,12:20,4,9:20,1.47
SCH-071-LSN-0015,SCH-071,TCH-00939,overworked_generalist,Basic Technology,SS1A,ROOM-SS1A,0,Wednesday,8:00,10:40,4,8:00,1.5
SCH-071-LSN-0016,SCH-071,TCH-00939,overworked_generalist,Basic Technology,SS3A,ROOM-SS3A,0,Wednesday,11:40,14:20,4,11:40,1.24
SCH-071-LSN-0017,SCH-071,TCH-00939,overworked_generalist,CRS,SS1A,ROOM-SS1A,1,Thursday,11:40,14:20,4,11:40,1.46
SCH-071-LSN-0018,SCH-071,TCH-00939,overworked_generalist,Basic Technology,SS1A,ROOM-SS1A,0,Monday,8:00,10:40,4,8:00,1.15
SCH-071-LSN-0019,SCH-071,TCH-00939,overworked_generalist,CRS,SS2B,ROOM-SS2B,1,Thursday,8:00,10:40,4,8:00,1.08
SCH-071-LSN-0020,SCH-071,TCH-00939,overworked_generalist,CRS,JSS2A,ROOM-JSS2A,1,Monday,10:40,13:40,4,10:40,1.48
SCH-071-LSN-0021,SCH-071,TCH-00939,overworked_generalist,Basic Technology,SS2A,ROOM-SS2A,0,Friday,9:20,12:20,4,9:20,1.37
SCH-071-LSN-0022,SCH-071,TCH-00940,veteran_staff_room_boss,Further Mathematics,SS1B,ROOM-SS1B,1,Monday,8:40,10:00,2,8:40,4
SCH-071-LSN-0023,SCH-071,TCH-00940,veteran_staff_room_boss,Biology,SS3A,SCI-LAB-01,1,Wednesday,8:40,10:00,2,8:40,4
SCH-071-LSN-0024,SCH-071,TCH-00940,veteran_staff_room_boss,Biology,SS3A,SCI-LAB-01,1,Wednesday,10:00,11:20,2,10:00,4
SCH-071-LSN-0025,SCH-071,TCH-00940,veteran_staff_room_boss,Further Mathematics,SS3A,ROOM-SS3A,1,Thursday,10:00,11:20,2,10:00,4
SCH-071-LSN-0026,SCH-071,TCH-00940,veteran_staff_room_boss,Further Mathematics,SS2A,ROOM-SS2A,1,Monday,10:00,11:20,2,10:00,4
SCH-071-LSN-0027,SCH-071,TCH-00940,veteran_staff_room_boss,Biology,SS1B,SCI-LAB-01,1,Tuesday,8:40,10:00,2,8:40,4
SCH-071-LSN-0028,SCH-071,TCH-00940,veteran_staff_room_boss,Further Mathematics,SS2A,ROOM-SS2A,1,Tuesday,10:00,11:20,2,10:00,4
SCH-071-LSN-0029,SCH-071,TCH-00940,veteran_staff_room_boss,Biology,SS1A,SCI-LAB-01,1,Friday,8:40,10:00,2,8:40,4
SCH-071-LSN-0030,SCH-071,TCH-00941,hustling_subject_specialist,Physics,SS3B,SCI-LAB-01,1,Monday,8:00,9:20,2,8:00,4
