guardian_id,student_id,academic_year,term,student_fee_payment_days_late,student_fee_default_count_lifetime,session_start_paid_flag,guardian_message_open_rate,guardian_avg_response_time_hrs,fee_default_risk_label
GRD-03962,STU-03962,2023,Third_Term_May_Jul,17,0,0,26.7,0.4,LOW
GRD-03963,STU-03963,2024,Second_Term_Jan_Apr,124,5,0,10.8,,HIGH
GRD-03964,STU-03964,2025,First_Term_Sep_Dec,26,2,0,13.5,56.0,LOW
GRD-03965,STU-03965,2023,First_Term_Sep_Dec,21,0,0,88.7,2.4,LOW
GRD-03966,STU-03966,2025,Third_Term_May_Jul,18,0,0,35.5,,MEDIUM
GRD-03967,STU-03967,2025,Second_Term_Jan_Apr,98,6,0,3.4,,HIGH
GRD-03968,STU-03968,2025,Second_Term_Jan_Apr,78,1,0,28.0,99.4,MEDIUM
GRD-03969,STU-03969,2025,Second_Term_Jan_Apr,90,3,0,2.7,,HIGH
GRD-03970,STU-03970,2023,Third_Term_May_Jul,128,4,0,3.7,,HIGH
GRD-03971,STU-03971,2024,Second_Term_Jan_Apr,108,7,0,5.9,,HIGH
GRD-03972,STU-03972,2024,Third_Term_May_Jul,19,1,0,91.3,5.7,LOW
GRD-03973,STU-03973,2024,First_Term_Sep_Dec,90,5,0,5.4,,HIGH
GRD-03974,STU-03974,2024,Second_Term_Jan_Apr,38,0,0,86.1,5.0,LOW
GRD-03975,STU-03975,2024,Third_Term_May_Jul,42,0,0,31.4,46.5,LOW
GRD-03976,STU-03976,2023,Second_Term_Jan_Apr,15,0,0,32.5,,MEDIUM
GRD-03977,STU-03977,2023,Second_Term_Jan_Apr,3,1,0,22.0,73.5,LOW
GRD-03978,STU-03978,2024,Second_Term_Jan_Apr,39,1,0,82.0,4.1,LOW
GRD-03979,STU-03979,2024,Third_Term_May_Jul,113,4,0,4.0,,HIGH
GRD-03980,STU-03980,2024,First_Term_Sep_Dec,107,5,0,6.9,,HIGH
GRD-03981,STU-03981,2025,Second_Term_Jan_Apr,36,0,0,82.6,3.8,LOW
GRD-03982,STU-03982,2023,Second_Term_Jan_Apr,135,4,0,4.5,,HIGH
GRD-03983,STU-03983,2025,Second_Term_Jan_Apr,22,0,0,32.8,,MEDIUM
GRD-03984,STU-03984,2023,First_Term_Sep_Dec,14,1,0,92.3,2.5,LOW
GRD-03985,STU-03985,2025,Second_Term_Jan_Apr,20,0,0,33.6,,MEDIUM
GRD-03986,STU-03986,2024,First_Term_Sep_Dec,0,0,1,96.5,4.3,LOW
GRD-03987,STU-03987,2024,First_Term_Sep_Dec,90,2,0,0.0,,HIGH
GRD-03988,STU-03988,2025,Third_Term_May_Jul,128,4,0,2.2,,HIGH
GRD-03989,STU-03989,2024,Second_Term_Jan_Apr,25,0,0,80.2,2.4,LOW
GRD-03990,STU-03990,2025,Second_Term_Jan_Apr,110,5,0,6.3,,HIGH
GRD-03991,STU-03991,2024,Second_Term_Jan_Apr,31,1,0,85.1,5.8,LOW
GRD-03992,STU-03992,2024,Second_Term_Jan_Apr,0,2,1,25.8,55.4,LOW
GRD-03993,STU-03993,2025,Second_Term_Jan_Apr,39,1,0,79.0,4.6,LOW
GRD-03994,STU-03994,2025,Third_Term_May_Jul,29,1,0,96.2,4.6,LOW
GRD-03995,STU-03995,2025,First_Term_Sep_Dec,19,0,0,95.4,2.1,LOW
GRD-03996,STU-03996,2023,Third_Term_May_Jul,0,1,0,23.8,63.1,LOW
GRD-03997,STU-03997,2023,Second_Term_Jan_Apr,143,4,0,5.3,,HIGH
GRD-03998,STU-03998,2025,Second_Term_Jan_Apr,40,1,0,90.9,6.4,LOW
GRD-03999,STU-03999,2023,Second_Term_Jan_Apr,20,0,0,32.6,,MEDIUM
GRD-04000,STU-04000,2023,Second_Term_Jan_Apr,43,1,0,89.9,5.1,LOW
GRD-04001,STU-04001,2023,Third_Term_May_Jul,28,0,0,84.7,4.6,LOW
GRD-04002,STU-04002,2025,First_Term_Sep_Dec,20,0,0,89.5,3.9,LOW
GRD-04003,STU-04003,2023,First_Term_Sep_Dec,16,0,0,34.2,,MEDIUM
GRD-04004,STU-04004,2023,Second_Term_Jan_Apr,7,2,0,32.7,57.1,LOW
GRD-04005,STU-04005,2024,First_Term_Sep_Dec,2,1,0,15.7,62.5,LOW
GRD-04006,STU-04006,2025,First_Term_Sep_Dec,111,4,0,7.1,,HIGH
GRD-04007,STU-04007,2023,Second_Term_Jan_Apr,17,2,0,29.9,73.5,LOW
GRD-04008,STU-04008,2023,Third_Term_May_Jul,74,3,0,28.6,58.1,MEDIUM
GRD-04009,STU-04009,2025,First_Term_Sep_Dec,112,0,0,7.0,,HIGH
GRD-04010,STU-04010,2023,Third_Term_May_Jul,0,1,1,28.7,59.6,LOW
GRD-04011,STU-04011,2023,Second_Term_Jan_Apr,15,0,0,31.7,0.6,LOW
GRD-04012,STU-04012,2023,Second_Term_Jan_Apr,35,1,0,76.1,8.0,LOW
GRD-04013,STU-04013,2023,Third_Term_May_Jul,20,0,0,27.9,,MEDIUM
GRD-04014,STU-04014,2023,Second_Term_Jan_Apr,11,1,0,25.3,39.0,LOW
GRD-04015,STU-04015,2023,Second_Term_Jan_Apr,43,0,0,82.5,2.9,LOW
GRD-04016,STU-04016,2023,Second_Term_Jan_Apr,43,0,0,71.2,4.9,LOW
GRD-04017,STU-04017,2023,Second_Term_Jan_Apr,45,0,0,85.3,3.9,LOW
GRD-04018,STU-04018,2025,Second_Term_Jan_Apr,42,0,0,74.3,4.1,LOW
GRD-04019,STU-04019,2024,Third_Term_May_Jul,10,0,0,23.3,0.2,LOW
GRD-04020,STU-04020,2023,First_Term_Sep_Dec,19,0,0,28.6,,MEDIUM
GRD-04021,STU-04021,2024,Third_Term_May_Jul,20,2,0,92.9,3.0,LOW
GRD-04022,STU-04022,2023,Second_Term_Jan_Apr,32,2,0,75.8,6.3,LOW
GRD-04023,STU-04023,2025,Third_Term_May_Jul,0,0,1,87.0,3.9,LOW
GRD-04024,STU-04024,2024,First_Term_Sep_Dec,18,0,0,34.9,,MEDIUM
GRD-04025,STU-04025,2024,Second_Term_Jan_Apr,42,1,0,82.9,3.7,LOW
GRD-04026,STU-04026,2023,Third_Term_May_Jul,150,3,0,8.7,,HIGH
GRD-04027,STU-04027,2023,Second_Term_Jan_Apr,90,5,0,2.9,,HIGH
GRD-04028,STU-04028,2025,First_Term_Sep_Dec,93,6,0,7.0,,HIGH
GRD-04029,STU-04029,2025,Second_Term_Jan_Apr,14,0,0,32.7,,LOW
GRD-04030,STU-04030,2023,Second_Term_Jan_Apr,5,1,0,17.0,52.7,LOW
GRD-04031,STU-04031,2025,Third_Term_May_Jul,30,1,0,99.8,3.8,LOW
GRD-04032,STU-04032,2025,Second_Term_Jan_Apr,47,2,0,17.2,62.1,MEDIUM
GRD-04033,STU-04033,2024,Second_Term_Jan_Apr,90,1,0,15.5,105.7,MEDIUM
GRD-04034,STU-04034,2025,Third_Term_May_Jul,18,1,0,35.5,68.2,LOW
GRD-04035,STU-04035,2025,Third_Term_May_Jul,60,1,0,13.5,74.9,MEDIUM
GRD-04036,STU-04036,2025,Second_Term_Jan_Apr,41,0,0,79.5,7.1,LOW
GRD-04037,STU-04037,2025,Second_Term_Jan_Apr,142,4,0,3.7,,HIGH
GRD-04038,STU-04038,2024,Second_Term_Jan_Apr,184,4,0,5.0,,HIGH
GRD-04039,STU-04039,2023,Second_Term_Jan_Apr,112,6,0,8.5,,HIGH
GRD-04040,STU-04040,2025,Second_Term_Jan_Apr,0,2,1,30.9,77.4,LOW
GRD-04041,STU-04041,2025,Third_Term_May_Jul,66,2,0,31.5,65.2,MEDIUM
GRD-04042,STU-04042,2025,First_Term_Sep_Dec,29,0,0,13.7,79.8,LOW
GRD-04043,STU-04043,2023,Third_Term_May_Jul,20,0,0,33.3,,MEDIUM
GRD-04044,STU-04044,2024,Second_Term_Jan_Apr,35,1,0,87.8,5.1,LOW
GRD-04045,STU-04045,2024,First_Term_Sep_Dec,90,6,0,5.4,,HIGH
GRD-04046,STU-04046,2025,Second_Term_Jan_Apr,36,1,0,76.2,5.3,LOW
GRD-04047,STU-04047,2025,Second_Term_Jan_Apr,73,3,0,30.9,87.5,MEDIUM
GRD-04048,STU-04048,2023,Second_Term_Jan_Apr,27,0,0,38.7,0.6,LOW
GRD-04049,STU-04049,2023,Third_Term_May_Jul,0,1,1,30.9,79.0,LOW
GRD-04050,STU-04050,2025,Third_Term_May_Jul,12,0,0,33.7,0.5,LOW
GRD-04051,STU-04051,2025,Second_Term_Jan_Apr,37,1,0,78.0,5.9,LOW
GRD-04052,STU-04052,2023,Third_Term_May_Jul,24,0,0,96.9,4.0,LOW
GRD-04053,STU-04053,2023,First_Term_Sep_Dec,13,0,0,33.5,0.2,LOW
GRD-04054,STU-04054,2025,First_Term_Sep_Dec,0,1,0,27.0,59.1,LOW
GRD-04055,STU-04055,2025,Third_Term_May_Jul,6,0,0,37.5,79.1,LOW
GRD-04056,STU-04056,2024,Third_Term_May_Jul,29,1,0,31.9,48.2,LOW
GRD-04057,STU-04057,2024,Second_Term_Jan_Apr,17,0,0,28.5,0.7,LOW
GRD-04058,STU-04058,2025,Second_Term_Jan_Apr,51,2,0,12.8,79.2,MEDIUM
GRD-04059,STU-04059,2025,Second_Term_Jan_Apr,35,0,0,34.3,50.6,LOW
GRD-04060,STU-04060,2025,First_Term_Sep_Dec,17,0,0,98.2,4.1,LOW
GRD-04061,STU-04061,2025,First_Term_Sep_Dec,19,0,0,85.8,2.8,LOW
GRD-04062,STU-04062,2023,Second_Term_Jan_Apr,14,0,0,29.7,0.6,LOW
GRD-04063,STU-04063,2024,Second_Term_Jan_Apr,16,0,0,29.3,,MEDIUM
GRD-04064,STU-04064,2024,Third_Term_May_Jul,9,0,0,36.4,,LOW
GRD-04065,STU-04065,2025,First_Term_Sep_Dec,0,0,1,78.9,3.8,LOW
GRD-04066,STU-04066,2024,First_Term_Sep_Dec,4,2,0,40.0,75.0,LOW
GRD-04067,STU-04067,2023,Second_Term_Jan_Apr,0,1,1,29.1,88.7,LOW
GRD-04068,STU-04068,2025,Third_Term_May_Jul,157,2,0,2.7,,HIGH
GRD-04069,STU-04069,2025,Second_Term_Jan_Apr,149,6,0,6.3,,HIGH
GRD-04070,STU-04070,2024,Second_Term_Jan_Apr,36,2,0,38.2,99.0,MEDIUM
GRD-04071,STU-04071,2023,Third_Term_May_Jul,29,1,0,25.5,57.5,LOW
GRD-04072,STU-04072,2023,First_Term_Sep_Dec,16,0,0,30.3,,MEDIUM
GRD-04073,STU-04073,2024,First_Term_Sep_Dec,12,0,0,91.1,3.3,LOW
GRD-04074,STU-04074,2023,Third_Term_May_Jul,15,0,0,31.9,,MEDIUM
GRD-04075,STU-04075,2023,Third_Term_May_Jul,100,5,0,0.6,,HIGH
GRD-04076,STU-04076,2025,Third_Term_May_Jul,33,0,0,85.7,2.5,LOW
GRD-04077,STU-04077,2024,Second_Term_Jan_Apr,20,0,0,33.2,0.6,LOW
GRD-04078,STU-04078,2023,Third_Term_May_Jul,28,1,0,93.6,5.2,LOW
GRD-04079,STU-04079,2023,First_Term_Sep_Dec,12,0,0,95.5,2.7,LOW
GRD-04080,STU-04080,2024,Second_Term_Jan_Apr,19,0,0,33.0,0.4,LOW
GRD-04081,STU-04081,2024,Second_Term_Jan_Apr,39,3,0,18.2,94.3,MEDIUM
GRD-04082,STU-04082,2023,First_Term_Sep_Dec,8,1,0,93.1,3.0,LOW
GRD-04083,STU-04083,2025,Third_Term_May_Jul,17,0,0,34.2,,MEDIUM
GRD-04084,STU-04084,2024,Second_Term_Jan_Apr,21,0,0,28.5,0.7,LOW
GRD-04085,STU-04085,2025,Third_Term_May_Jul,147,6,0,3.9,,HIGH
GRD-04086,STU-04086,2025,First_Term_Sep_Dec,59,2,0,14.1,63.8,MEDIUM
GRD-04087,STU-04087,2024,Second_Term_Jan_Apr,104,7,0,5.3,,HIGH
GRD-04088,STU-04088,2023,Third_Term_May_Jul,30,1,0,25.1,59.3,LOW
GRD-04089,STU-04089,2024,Second_Term_Jan_Apr,20,0,0,26.0,0.5,LOW
GRD-04090,STU-04090,2024,First_Term_Sep_Dec,0,1,1,23.7,60.1,LOW
GRD-04091,STU-04091,2025,First_Term_Sep_Dec,17,0,0,38.6,64.2,LOW
GRD-04092,STU-04092,2023,Second_Term_Jan_Apr,46,0,0,91.5,3.8,LOW
GRD-04093,STU-04093,2025,First_Term_Sep_Dec,37,1,0,25.6,70.7,MEDIUM
GRD-04094,STU-04094,2025,Third_Term_May_Jul,20,1,0,96.7,3.4,LOW
GRD-04095,STU-04095,2024,Second_Term_Jan_Apr,181,1,0,3.5,,HIGH
GRD-04096,STU-04096,2024,Second_Term_Jan_Apr,24,1,0,25.2,67.0,LOW
GRD-04097,STU-04097,2024,Third_Term_May_Jul,172,6,0,0.3,,HIGH
GRD-04098,STU-04098,2023,Second_Term_Jan_Apr,127,6,0,4.1,,HIGH
GRD-04099,STU-04099,2025,First_Term_Sep_Dec,21,1,0,86.7,2.1,LOW
GRD-04100,STU-04100,2024,First_Term_Sep_Dec,30,1,0,20.1,52.5,LOW
GRD-04101,STU-04101,2023,Second_Term_Jan_Apr,61,1,0,29.2,52.9,MEDIUM
GRD-04102,STU-04102,2025,Third_Term_May_Jul,17,0,0,30.0,0.4,LOW
GRD-04103,STU-04103,2023,First_Term_Sep_Dec,78,3,0,23.8,46.3,MEDIUM
GRD-04104,STU-04104,2023,Third_Term_May_Jul,0,1,1,93.5,4.3,LOW
GRD-04105,STU-04105,2024,First_Term_Sep_Dec,65,1,0,25.6,52.4,MEDIUM
GRD-04106,STU-04106,2025,Second_Term_Jan_Apr,160,4,0,1.9,,HIGH
GRD-04107,STU-04107,2025,Third_Term_May_Jul,30,0,0,86.6,3.4,LOW
GRD-04108,STU-04108,2024,First_Term_Sep_Dec,14,0,0,37.5,,LOW
GRD-04109,STU-04109,2023,Third_Term_May_Jul,169,4,0,2.6,,HIGH
GRD-04110,STU-04110,2023,Second_Term_Jan_Apr,28,1,0,81.8,2.5,LOW
GRD-04111,STU-04111,2025,First_Term_Sep_Dec,90,3,0,4.3,,HIGH
GRD-04112,STU-04112,2025,Second_Term_Jan_Apr,13,0,0,27.0,0.4,LOW
GRD-04113,STU-04113,2025,Third_Term_May_Jul,13,0,0,29.7,0.5,LOW
GRD-04114,STU-04114,2025,Third_Term_May_Jul,80,2,0,33.4,84.5,MEDIUM
GRD-04115,STU-04115,2024,Third_Term_May_Jul,13,0,0,32.4,,LOW
GRD-04116,STU-04116,2024,Third_Term_May_Jul,29,1,0,33.1,66.8,LOW
GRD-04117,STU-04117,2024,First_Term_Sep_Dec,90,6,0,2.2,,HIGH
GRD-04118,STU-04118,2024,First_Term_Sep_Dec,43,2,0,20.3,57.9,MEDIUM
GRD-04119,STU-04119,2024,Third_Term_May_Jul,29,0,0,97.5,3.8,LOW
GRD-04120,STU-04120,2025,Third_Term_May_Jul,15,0,0,40.0,,LOW
GRD-04121,STU-04121,2024,Second_Term_Jan_Apr,124,7,0,3.0,,HIGH
GRD-04122,STU-04122,2025,Second_Term_Jan_Apr,40,1,0,22.7,88.2,MEDIUM
GRD-04123,STU-04123,2024,Third_Term_May_Jul,19,2,0,33.9,50.3,LOW
GRD-04124,STU-04124,2024,Third_Term_May_Jul,124,7,0,3.3,,HIGH
GRD-04125,STU-04125,2023,First_Term_Sep_Dec,21,0,0,36.5,,MEDIUM
GRD-04126,STU-04126,2024,Second_Term_Jan_Apr,0,1,0,23.7,66.8,LOW
GRD-04127,STU-04127,2024,Third_Term_May_Jul,24,2,0,23.8,49.2,LOW
GRD-04128,STU-04128,2024,Second_Term_Jan_Apr,15,0,0,26.1,0.7,LOW
GRD-04129,STU-04129,2025,First_Term_Sep_Dec,0,0,1,99.2,4.0,LOW
GRD-04130,STU-04130,2024,Third_Term_May_Jul,0,2,1,26.4,53.1,LOW
GRD-04131,STU-04131,2023,Third_Term_May_Jul,27,0,0,30.7,,MEDIUM
GRD-04132,STU-04132,2025,Second_Term_Jan_Apr,34,1,0,87.8,7.0,LOW
GRD-04133,STU-04133,2024,First_Term_Sep_Dec,17,1,0,96.6,4.5,LOW
GRD-04134,STU-04134,2025,Third_Term_May_Jul,37,1,0,89.5,1.3,LOW
GRD-04135,STU-04135,2023,Third_Term_May_Jul,20,0,0,93.8,6.4,LOW
GRD-04136,STU-04136,2024,First_Term_Sep_Dec,10,1,0,90.7,2.1,LOW
GRD-04137,STU-04137,2024,Third_Term_May_Jul,14,0,0,37.6,0.4,LOW
GRD-04138,STU-04138,2024,Third_Term_May_Jul,4,1,0,33.9,66.3,LOW
GRD-04139,STU-04139,2023,Second_Term_Jan_Apr,103,4,0,5.2,,HIGH
GRD-04140,STU-04140,2025,Second_Term_Jan_Apr,91,1,0,23.0,70.0,MEDIUM
GRD-04141,STU-04141,2023,Third_Term_May_Jul,168,3,0,6.1,,HIGH
GRD-04142,STU-04142,2025,Second_Term_Jan_Apr,40,1,0,27.7,74.8,MEDIUM
GRD-04143,STU-04143,2024,First_Term_Sep_Dec,90,7,0,9.3,,HIGH
GRD-04144,STU-04144,2023,Second_Term_Jan_Apr,43,0,0,80.2,5.7,LOW
GRD-04145,STU-04145,2025,Second_Term_Jan_Apr,14,0,0,33.0,0.6,LOW
GRD-04146,STU-04146,2024,First_Term_Sep_Dec,92,4,0,11.1,,HIGH
GRD-04147,STU-04147,2025,Second_Term_Jan_Apr,41,1,0,83.2,6.7,LOW
GRD-04148,STU-04148,2025,First_Term_Sep_Dec,88,2,0,33.4,93.1,MEDIUM
GRD-04149,STU-04149,2023,Second_Term_Jan_Apr,19,0,0,28.8,0.4,LOW
GRD-04150,STU-04150,2025,Third_Term_May_Jul,17,0,0,22.5,,MEDIUM
GRD-04151,STU-04151,2023,Third_Term_May_Jul,22,2,0,87.9,2.9,LOW
GRD-04152,STU-04152,2025,First_Term_Sep_Dec,20,0,0,23.9,,MEDIUM
GRD-04153,STU-04153,2025,Third_Term_May_Jul,23,0,0,96.6,4.5,LOW
GRD-04154,STU-04154,2023,Second_Term_Jan_Apr,41,1,0,25.4,67.1,MEDIUM
GRD-04155,STU-04155,2024,Third_Term_May_Jul,19,0,0,35.7,,MEDIUM
GRD-04156,STU-04156,2024,First_Term_Sep_Dec,18,0,0,20.4,,MEDIUM
GRD-04157,STU-04157,2023,First_Term_Sep_Dec,20,0,0,85.7,4.8,LOW
GRD-04158,STU-04158,2024,First_Term_Sep_Dec,90,4,0,4.2,,HIGH
GRD-04159,STU-04159,2023,Second_Term_Jan_Apr,83,2,0,35.7,73.2,MEDIUM
GRD-04160,STU-04160,2023,Second_Term_Jan_Apr,21,0,0,31.5,,MEDIUM
GRD-04161,STU-04161,2023,Third_Term_May_Jul,29,0,0,100.0,3.3,LOW
GRD-04162,STU-04162,2023,First_Term_Sep_Dec,16,1,0,92.8,2.9,LOW
GRD-04163,STU-04163,2024,Third_Term_May_Jul,53,1,0,24.5,53.4,MEDIUM
GRD-04164,STU-04164,2025,Second_Term_Jan_Apr,14,1,0,25.4,42.3,LOW
GRD-04165,STU-04165,2025,Third_Term_May_Jul,23,0,0,92.6,3.5,LOW
GRD-04166,STU-04166,2023,First_Term_Sep_Dec,18,1,0,100.0,2.1,LOW
GRD-04167,STU-04167,2025,Third_Term_May_Jul,37,0,0,100.0,3.2,LOW
GRD-04168,STU-04168,2025,First_Term_Sep_Dec,17,1,0,97.0,3.8,LOW
GRD-04169,STU-04169,2023,Second_Term_Jan_Apr,22,1,0,39.2,,MEDIUM
GRD-04170,STU-04170,2023,Third_Term_May_Jul,118,6,0,0.8,,HIGH
GRD-04171,STU-04171,2024,Third_Term_May_Jul,143,4,0,3.3,,HIGH
GRD-04172,STU-04172,2024,Second_Term_Jan_Apr,47,0,0,24.3,52.4,LOW
GRD-04173,STU-04173,2024,Third_Term_May_Jul,21,0,0,33.1,0.4,LOW
GRD-04174,STU-04174,2023,Second_Term_Jan_Apr,18,0,0,34.3,,MEDIUM
GRD-04175,STU-04175,2025,Second_Term_Jan_Apr,18,0,0,35.4,,MEDIUM
GRD-04176,STU-04176,2023,Second_Term_Jan_Apr,118,5,0,0.0,,HIGH
GRD-04177,STU-04177,2023,First_Term_Sep_Dec,16,0,0,85.1,3.2,LOW
GRD-04178,STU-04178,2023,Third_Term_May_Jul,26,1,0,100.0,4.8,LOW
GRD-04179,STU-04179,2025,Third_Term_May_Jul,11,0,0,20.3,0.5,LOW
GRD-04180,STU-04180,2025,Second_Term_Jan_Apr,23,0,0,25.6,,MEDIUM
GRD-04181,STU-04181,2023,Third_Term_May_Jul,24,0,0,92.8,4.2,LOW
GRD-04182,STU-04182,2023,Second_Term_Jan_Apr,55,0,0,33.3,60.8,LOW
GRD-04183,STU-04183,2023,First_Term_Sep_Dec,16,0,0,21.1,0.7,LOW
GRD-04184,STU-04184,2024,Third_Term_May_Jul,28,1,0,87.2,0.9,LOW
GRD-04185,STU-04185,2024,Third_Term_May_Jul,0,2,0,30.3,87.8,LOW
GRD-04186,STU-04186,2024,First_Term_Sep_Dec,9,1,0,86.5,3.7,LOW
GRD-04187,STU-04187,2025,Third_Term_May_Jul,24,0,0,100.0,2.9,LOW
GRD-04188,STU-04188,2023,Second_Term_Jan_Apr,23,2,0,35.5,52.6,LOW
GRD-04189,STU-04189,2023,First_Term_Sep_Dec,25,0,0,82.0,2.4,LOW
GRD-04190,STU-04190,2025,Third_Term_May_Jul,16,0,0,36.5,0.4,LOW
GRD-04191,STU-04191,2024,Third_Term_May_Jul,35,0,0,90.7,4.3,LOW
GRD-04192,STU-04192,2024,Third_Term_May_Jul,28,0,0,98.7,4.2,LOW
GRD-04193,STU-04193,2025,Third_Term_May_Jul,150,5,0,2.4,,HIGH
GRD-04194,STU-04194,2025,First_Term_Sep_Dec,2,2,0,40.0,63.4,LOW
GRD-04195,STU-04195,2025,First_Term_Sep_Dec,0,0,1,83.2,3.3,LOW
GRD-04196,STU-04196,2024,First_Term_Sep_Dec,9,0,0,34.8,0.3,LOW
GRD-04197,STU-04197,2025,Third_Term_May_Jul,23,0,0,95.9,2.5,LOW
GRD-04198,STU-04198,2024,Second_Term_Jan_Apr,16,0,0,28.3,0.7,LOW
GRD-04199,STU-04199,2025,First_Term_Sep_Dec,14,1,0,93.1,3.4,LOW
GRD-04200,STU-04200,2023,First_Term_Sep_Dec,0,1,1,97.8,4.3,LOW
GRD-04201,STU-04201,2024,Third_Term_May_Jul,0,2,1,22.6,63.1,LOW
GRD-04202,STU-04202,2023,First_Term_Sep_Dec,20,0,0,32.9,,MEDIUM
GRD-04203,STU-04203,2025,Third_Term_May_Jul,14,0,0,31.3,0.5,LOW
GRD-04204,STU-04204,2025,First_Term_Sep_Dec,21,0,0,36.8,0.1,LOW
GRD-04205,STU-04205,2023,Second_Term_Jan_Apr,35,0,0,77.2,4.4,LOW
GRD-04206,STU-04206,2024,Second_Term_Jan_Apr,72,2,0,24.6,59.7,MEDIUM
GRD-04207,STU-04207,2024,Second_Term_Jan_Apr,37,1,0,85.6,4.1,LOW
GRD-04208,STU-04208,2024,Second_Term_Jan_Apr,33,1,0,90.1,8.2,LOW
GRD-04209,STU-04209,2023,Second_Term_Jan_Apr,31,0,0,78.9,6.5,LOW
GRD-04210,STU-04210,2024,Second_Term_Jan_Apr,109,6,0,6.2,,HIGH
GRD-04211,STU-04211,2025,First_Term_Sep_Dec,18,0,0,23.0,,MEDIUM
GRD-04212,STU-04212,2023,First_Term_Sep_Dec,0,2,1,31.4,46.1,LOW
GRD-04213,STU-04213,2025,Third_Term_May_Jul,23,0,0,90.9,5.6,LOW
GRD-04214,STU-04214,2025,First_Term_Sep_Dec,15,0,0,29.6,0.3,LOW
GRD-04215,STU-04215,2025,Third_Term_May_Jul,25,0,0,85.1,2.3,LOW
GRD-04216,STU-04216,2025,Third_Term_May_Jul,9,2,0,30.4,55.1,LOW
GRD-04217,STU-04217,2023,Third_Term_May_Jul,204,4,0,4.0,,HIGH
GRD-04218,STU-04218,2024,Second_Term_Jan_Apr,153,4,0,5.5,,HIGH
GRD-04219,STU-04219,2023,First_Term_Sep_Dec,16,0,0,92.2,2.5,LOW
GRD-04220,STU-04220,2025,Second_Term_Jan_Apr,0,1,0,22.5,69.8,LOW
GRD-04221,STU-04221,2024,Second_Term_Jan_Apr,150,3,0,0.3,,HIGH
GRD-04222,STU-04222,2024,Third_Term_May_Jul,26,0,0,96.1,2.4,LOW
GRD-04223,STU-04223,2025,First_Term_Sep_Dec,0,1,1,26.9,49.9,LOW
GRD-04224,STU-04224,2023,Second_Term_Jan_Apr,99,2,0,3.6,,HIGH
GRD-04225,STU-04225,2025,First_Term_Sep_Dec,35,0,0,40.4,40.0,LOW
GRD-04226,STU-04226,2025,Second_Term_Jan_Apr,39,1,0,78.1,5.9,LOW
GRD-04227,STU-04227,2023,Third_Term_May_Jul,24,0,0,95.2,4.4,LOW
GRD-04228,STU-04228,2023,Second_Term_Jan_Apr,35,1,0,72.6,7.2,LOW
GRD-04229,STU-04229,2023,Second_Term_Jan_Apr,14,1,0,20.3,87.4,LOW
GRD-04230,STU-04230,2023,First_Term_Sep_Dec,101,6,0,1.8,,HIGH
GRD-04231,STU-04231,2023,Second_Term_Jan_Apr,21,0,0,40.0,,LOW
GRD-04232,STU-04232,2025,Third_Term_May_Jul,0,3,1,24.5,61.6,LOW
GRD-04233,STU-04233,2025,Second_Term_Jan_Apr,19,0,0,35.2,0.5,LOW
GRD-04234,STU-04234,2024,First_Term_Sep_Dec,15,0,0,88.0,2.9,LOW
GRD-04235,STU-04235,2023,Third_Term_May_Jul,15,0,0,32.6,,MEDIUM
GRD-04236,STU-04236,2023,First_Term_Sep_Dec,12,0,0,85.0,4.1,LOW
GRD-04237,STU-04237,2023,Second_Term_Jan_Apr,90,3,0,4.8,,HIGH
GRD-04238,STU-04238,2024,First_Term_Sep_Dec,19,0,0,34.4,,MEDIUM
GRD-04239,STU-04239,2023,Second_Term_Jan_Apr,31,0,0,77.7,4.2,LOW
GRD-04240,STU-04240,2023,Second_Term_Jan_Apr,30,0,0,77.4,4.5,LOW
GRD-04241,STU-04241,2024,Third_Term_May_Jul,149,3,0,6.3,,HIGH
GRD-04242,STU-04242,2025,Third_Term_May_Jul,14,0,0,27.8,0.3,LOW
GRD-04243,STU-04243,2023,Second_Term_Jan_Apr,13,1,0,37.4,56.1,LOW
GRD-04244,STU-04244,2024,Third_Term_May_Jul,72,1,0,17.6,49.8,MEDIUM
GRD-04245,STU-04245,2025,First_Term_Sep_Dec,19,1,0,83.4,2.8,LOW
GRD-04246,STU-04246,2023,Second_Term_Jan_Apr,19,0,0,33.1,0.4,LOW
GRD-04247,STU-04247,2025,Second_Term_Jan_Apr,0,1,1,78.8,7.3,LOW
GRD-04248,STU-04248,2024,Third_Term_May_Jul,24,0,0,96.2,4.9,LOW
GRD-04249,STU-04249,2025,Third_Term_May_Jul,135,5,0,5.7,,HIGH
GRD-04250,STU-04250,2023,Third_Term_May_Jul,18,0,0,28.8,0.3,LOW
GRD-04251,STU-04251,2025,First_Term_Sep_Dec,90,2,0,10.1,,MEDIUM
GRD-04252,STU-04252,2025,Third_Term_May_Jul,120,5,0,5.4,,HIGH
GRD-04253,STU-04253,2025,Third_Term_May_Jul,11,0,0,29.2,,LOW
GRD-04254,STU-04254,2024,Second_Term_Jan_Apr,10,0,0,29.2,0.7,LOW
GRD-04255,STU-04255,2024,Second_Term_Jan_Apr,41,1,0,74.2,2.4,LOW
GRD-04256,STU-04256,2025,Third_Term_May_Jul,33,1,0,27.4,66.7,MEDIUM
GRD-04257,STU-04257,2025,Second_Term_Jan_Apr,123,5,0,10.8,,HIGH
