student_id,tenant_id,school_type,academic_year,term,fee_payment_days_late,paid_before_resumption,attendance_rate,consecutive_absences,score_avg,subject_failure_count,dropout_risk_label
STU-04260,2,low_cost_private,2024,Term3_Apr_Jul,12.2,0,83.9,2,77.5,0,LOW
STU-04261,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-04262,3,public_state,2023,Term2_Jan_Apr,48.1,0,76.0,5,38.5,2,MEDIUM
STU-04263,2,low_cost_private,2024,Term1_Sep_Dec,108.3,0,60.3,8,26.8,4,HIGH
STU-04264,2,low_cost_private,2025,Term1_Sep_Dec,23.6,0,55.4,14,38.7,3,HIGH
STU-04265,2,low_cost_private,2025,Term2_Jan_Apr,74.7,0,57.2,1,40.9,3,HIGH
STU-04266,2,low_cost_private,2025,Term1_Sep_Dec,56.7,0,46.1,9,66.1,0,MEDIUM
STU-04267,2,low_cost_private,2023,Term1_Sep_Dec,25.3,0,22.4,5,25.1,3,HIGH
STU-04268,1,elite_private,2024,Term2_Jan_Apr,2.9,0,86.7,0,74.1,0,LOW
STU-04269,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-04270,2,low_cost_private,2025,Term1_Sep_Dec,30.1,0,53.8,15,53.9,1,HIGH
STU-04271,2,low_cost_private,2024,Term2_Jan_Apr,40.7,0,51.0,0,39.4,3,MEDIUM
STU-04272,3,public_state,2025,Term1_Sep_Dec,22.8,0,61.9,1,25,2,MEDIUM
STU-04273,2,low_cost_private,2024,Term2_Jan_Apr,27.1,0,67.4,2,43.5,2,MEDIUM
STU-04274,1,elite_private,2024,Term3_Apr_Jul,0,1,100,0,83.0,0,LOW
STU-04275,1,elite_private,2025,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-04276,3,public_state,2025,Term2_Jan_Apr,7.0,0,94.3,2,66.4,0,LOW
STU-04277,2,low_cost_private,2023,Term2_Jan_Apr,25.3,0,32.7,16,20,4,HIGH
STU-04278,2,low_cost_private,2025,Term1_Sep_Dec,16.0,0,89.7,0,82.3,0,LOW
STU-04279,2,low_cost_private,2023,Term3_Apr_Jul,18.8,0,81.8,1,80.1,0,LOW
STU-04280,2,low_cost_private,2024,Term2_Jan_Apr,39.8,0,63.4,4,43.6,2,MEDIUM
STU-04281,3,public_state,2025,Term3_Apr_Jul,26.1,0,50.6,0,31.5,2,MEDIUM
STU-04282,3,public_state,2024,Term1_Sep_Dec,7.3,0,92.5,1,60.1,0,LOW
STU-04283,2,low_cost_private,2023,Term3_Apr_Jul,30.6,0,16.8,12,47.6,1,HIGH
STU-04284,3,public_state,2025,Term3_Apr_Jul,10.7,0,68.5,0,53.7,2,LOW
STU-04285,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,95.7,0,LOW
STU-04286,3,public_state,2024,Term3_Apr_Jul,57.9,0,57.2,0,22.5,5,HIGH
STU-04287,2,low_cost_private,2024,Term3_Apr_Jul,29.3,0,43.1,0,66.9,1,MEDIUM
STU-04288,3,public_state,2024,Term2_Jan_Apr,20.3,0,35.8,7,20,2,HIGH
STU-04289,3,public_state,2025,Term1_Sep_Dec,31.7,0,60.2,6,58.2,2,MEDIUM
STU-04290,2,low_cost_private,2024,Term2_Jan_Apr,31.4,0,41.6,4,43.5,2,HIGH
STU-04291,3,public_state,2023,Term2_Jan_Apr,36.5,0,71.1,4,34.6,2,MEDIUM
STU-04292,3,public_state,2025,Term2_Jan_Apr,32.0,0,61.1,1,39.3,3,HIGH
STU-04293,2,low_cost_private,2023,Term2_Jan_Apr,20.5,0,67.9,0,63.1,0,LOW
STU-04294,1,elite_private,2025,Term2_Jan_Apr,0,1,100,0,94.0,0,LOW
STU-04295,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,92.6,0,LOW
STU-04296,1,elite_private,2024,Term1_Sep_Dec,0.1,0,100,0,100,0,LOW
STU-04297,1,elite_private,2023,Term2_Jan_Apr,0,1,100,0,94.1,0,LOW
STU-04298,1,elite_private,2025,Term3_Apr_Jul,0,1,99.2,1,85.9,0,LOW
STU-04299,2,low_cost_private,2024,Term3_Apr_Jul,51.5,0,60.5,5,45.3,3,HIGH
STU-04300,1,elite_private,2023,Term1_Sep_Dec,11.8,0,65.6,0,85,0,LOW
STU-04301,2,low_cost_private,2025,Term2_Jan_Apr,48.1,0,60.4,5,52.8,4,HIGH
STU-04302,1,elite_private,2024,Term2_Jan_Apr,0,1,58.4,0,63.2,0,LOW
STU-04303,2,low_cost_private,2025,Term2_Jan_Apr,75.0,0,44.8,16,38.7,5,HIGH
STU-04304,3,public_state,2023,Term2_Jan_Apr,24.7,0,61.9,13,46.4,2,MEDIUM
STU-04305,2,low_cost_private,2024,Term1_Sep_Dec,71.1,0,47.5,4,37.0,5,HIGH
STU-04306,3,public_state,2025,Term1_Sep_Dec,12.9,0,56.8,7,20,4,HIGH
STU-04307,2,low_cost_private,2024,Term3_Apr_Jul,36.5,0,57.0,8,54.8,0,MEDIUM
STU-04308,2,low_cost_private,2024,Term2_Jan_Apr,22.7,0,49.9,14,36.5,4,HIGH
STU-04309,2,low_cost_private,2024,Term3_Apr_Jul,34.8,0,53.9,4,35.0,4,HIGH
STU-04310,2,low_cost_private,2023,Term1_Sep_Dec,57.3,0,61.4,14,60.1,1,MEDIUM
STU-04311,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,90.7,0,LOW
STU-04312,2,low_cost_private,2024,Term1_Sep_Dec,58.3,0,55.0,10,45.3,3,HIGH
STU-04313,3,public_state,2024,Term3_Apr_Jul,15.6,0,52.5,0,29.5,6,MEDIUM
STU-04314,3,public_state,2023,Term3_Apr_Jul,18.8,0,46.8,3,35.2,3,HIGH
STU-04315,2,low_cost_private,2024,Term1_Sep_Dec,46.2,0,64.2,1,45.4,0,MEDIUM
STU-04316,1,elite_private,2024,Term3_Apr_Jul,6.1,0,74.7,0,60.4,0,LOW
STU-04317,3,public_state,2023,Term3_Apr_Jul,38.9,0,45.0,10,20,3,HIGH
STU-04318,3,public_state,2023,Term1_Sep_Dec,36.5,0,46.4,12,38.2,3,HIGH
STU-04319,2,low_cost_private,2025,Term1_Sep_Dec,102.2,0,63.1,8,42.0,4,HIGH
STU-04320,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-04321,3,public_state,2023,Term3_Apr_Jul,19.5,0,46.2,3,28.7,2,HIGH
STU-04322,3,public_state,2024,Term3_Apr_Jul,9.2,0,81.5,0,67.8,0,LOW
STU-04323,3,public_state,2024,Term2_Jan_Apr,3.5,0,76.6,0,44.4,4,LOW
STU-04324,2,low_cost_private,2023,Term2_Jan_Apr,72.3,0,41.9,11,46.5,4,HIGH
STU-04325,3,public_state,2024,Term3_Apr_Jul,19.6,0,33.0,3,39.8,3,HIGH
STU-04326,2,low_cost_private,2024,Term1_Sep_Dec,57.3,0,49.5,12,38.0,7,HIGH
STU-04327,1,elite_private,2025,Term2_Jan_Apr,0,1,90.0,0,72.7,0,LOW
STU-04328,2,low_cost_private,2024,Term1_Sep_Dec,48.3,0,46.9,6,62.9,1,MEDIUM
STU-04329,3,public_state,2023,Term2_Jan_Apr,5.7,0,59.6,10,40.5,2,MEDIUM
STU-04330,1,elite_private,2025,Term2_Jan_Apr,0,1,99.0,0,96.2,0,LOW
STU-04331,3,public_state,2023,Term2_Jan_Apr,47.5,0,55.7,5,46.3,1,MEDIUM
STU-04332,3,public_state,2024,Term1_Sep_Dec,15.3,0,62.8,1,42.8,2,MEDIUM
STU-04333,2,low_cost_private,2023,Term2_Jan_Apr,28.9,0,53.0,0,51.6,2,MEDIUM
STU-04334,2,low_cost_private,2024,Term2_Jan_Apr,16.2,0,88.4,1,87.4,0,LOW
STU-04335,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-04336,2,low_cost_private,2025,Term2_Jan_Apr,6.0,0,52.6,4,35.0,5,HIGH
STU-04337,3,public_state,2024,Term2_Jan_Apr,28.0,0,37.2,12,20,5,HIGH
STU-04338,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,91.8,0,LOW
STU-04339,3,public_state,2024,Term3_Apr_Jul,11.8,0,49.8,1,58.9,1,MEDIUM
STU-04340,2,low_cost_private,2023,Term3_Apr_Jul,53.5,0,48.6,7,32.9,4,HIGH
STU-04341,2,low_cost_private,2025,Term2_Jan_Apr,13.6,0,45.0,0,36.9,4,MEDIUM
STU-04342,1,elite_private,2023,Term3_Apr_Jul,0,1,99.2,1,79.1,0,LOW
STU-04343,2,low_cost_private,2024,Term1_Sep_Dec,34.5,0,62.3,4,54.5,1,MEDIUM
STU-04344,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-04345,3,public_state,2024,Term1_Sep_Dec,23.0,0,77.6,0,69.3,0,LOW
STU-04346,1,elite_private,2023,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-04347,1,elite_private,2025,Term1_Sep_Dec,0,1,100,0,95.3,0,LOW
STU-04348,1,elite_private,2024,Term3_Apr_Jul,0,1,97.9,1,95.0,0,LOW
STU-04349,2,low_cost_private,2024,Term3_Apr_Jul,46.4,0,61.5,2,36.3,3,HIGH
STU-04350,3,public_state,2025,Term1_Sep_Dec,5.1,0,93.6,0,60,0,LOW
STU-04351,1,elite_private,2025,Term3_Apr_Jul,0,1,99.2,1,87.1,0,LOW
STU-04352,3,public_state,2024,Term3_Apr_Jul,4.0,0,81.4,0,77.7,0,LOW
STU-04353,1,elite_private,2023,Term3_Apr_Jul,0,1,97.6,3,88.5,0,LOW
STU-04354,2,low_cost_private,2025,Term2_Jan_Apr,60.7,0,52.0,16,53.5,3,HIGH
STU-04355,2,low_cost_private,2023,Term2_Jan_Apr,29.3,0,87.2,1,51.9,4,MEDIUM
STU-04356,3,public_state,2025,Term1_Sep_Dec,44.2,0,39.3,7,20,5,HIGH
STU-04357,1,elite_private,2024,Term2_Jan_Apr,0,1,99.2,1,94.0,0,LOW
STU-04358,2,low_cost_private,2023,Term1_Sep_Dec,60.2,0,64.1,1,51.6,4,HIGH
STU-04359,1,elite_private,2023,Term2_Jan_Apr,0.1,0,100,0,84.6,0,LOW
STU-04360,3,public_state,2025,Term1_Sep_Dec,28.2,0,71.4,6,32.7,3,MEDIUM
STU-04361,2,low_cost_private,2024,Term1_Sep_Dec,19.4,0,92.1,0,78.3,0,LOW
STU-04362,1,elite_private,2025,Term2_Jan_Apr,7.5,0,85.8,1,70.7,0,LOW
STU-04363,3,public_state,2024,Term2_Jan_Apr,25.4,0,80.7,0,25,2,MEDIUM
STU-04364,3,public_state,2023,Term1_Sep_Dec,26.8,0,57.3,3,37.3,4,HIGH
STU-04365,1,elite_private,2023,Term2_Jan_Apr,0,1,98.4,2,87.5,0,LOW
STU-04366,2,low_cost_private,2024,Term3_Apr_Jul,38.7,0,50.7,4,36.7,3,HIGH
STU-04367,3,public_state,2024,Term2_Jan_Apr,60,0,44.9,2,42.6,3,HIGH
STU-04368,3,public_state,2025,Term3_Apr_Jul,13.3,0,73.0,4,38.8,2,MEDIUM
STU-04369,1,elite_private,2024,Term2_Jan_Apr,10.7,0,66.6,4,24.2,4,MEDIUM
STU-04370,2,low_cost_private,2023,Term2_Jan_Apr,57.2,0,53.5,1,44.6,3,MEDIUM
STU-04371,2,low_cost_private,2025,Term3_Apr_Jul,50.7,0,51.2,9,43.0,4,HIGH
STU-04372,3,public_state,2023,Term3_Apr_Jul,22.9,0,43.3,3,20,5,HIGH
STU-04373,2,low_cost_private,2023,Term2_Jan_Apr,36.9,0,39.9,4,20,3,HIGH
STU-04374,2,low_cost_private,2024,Term2_Jan_Apr,41.2,0,46.4,13,53.3,2,HIGH
STU-04375,3,public_state,2023,Term1_Sep_Dec,21.2,0,67.1,1,25.8,6,MEDIUM
STU-04376,2,low_cost_private,2024,Term2_Jan_Apr,44.7,0,38.4,13,54.5,3,HIGH
STU-04377,2,low_cost_private,2024,Term3_Apr_Jul,40.8,0,27.5,8,34.5,4,HIGH
STU-04378,1,elite_private,2025,Term2_Jan_Apr,6.0,0,78.1,0,69.4,0,LOW
STU-04379,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,100,0,LOW
STU-04380,2,low_cost_private,2024,Term1_Sep_Dec,55.7,0,56.3,13,47.0,3,HIGH
STU-04381,2,low_cost_private,2025,Term2_Jan_Apr,61.2,0,48.6,14,48.4,3,HIGH
STU-04382,3,public_state,2024,Term3_Apr_Jul,50.7,0,39.2,0,33.9,3,HIGH
STU-04383,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,78.0,0,LOW
STU-04384,3,public_state,2024,Term1_Sep_Dec,7.6,0,92.4,0,80.2,0,LOW
STU-04385,2,low_cost_private,2024,Term3_Apr_Jul,47.8,0,58.7,9,50.5,2,HIGH
STU-04386,2,low_cost_private,2023,Term3_Apr_Jul,35.2,0,45.5,5,45.0,3,HIGH
STU-04387,3,public_state,2024,Term1_Sep_Dec,14.3,0,62.9,9,24.4,4,HIGH
STU-04388,3,public_state,2025,Term2_Jan_Apr,12.6,0,71.3,9,55.7,0,MEDIUM
STU-04389,1,elite_private,2024,Term1_Sep_Dec,8.9,0,67.2,0,34.0,4,MEDIUM
STU-04390,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,89.3,0,LOW
STU-04391,1,elite_private,2024,Term3_Apr_Jul,1.5,0,80.9,7,58.4,1,MEDIUM
STU-04392,1,elite_private,2024,Term1_Sep_Dec,0,1,98.4,2,96.2,0,LOW
STU-04393,2,low_cost_private,2024,Term2_Jan_Apr,90.5,0,69.1,4,37.6,4,HIGH
STU-04394,2,low_cost_private,2023,Term3_Apr_Jul,52.0,0,53.1,13,45.8,4,HIGH
STU-04395,1,elite_private,2025,Term2_Jan_Apr,0,1,99.2,1,96.7,0,LOW
STU-04396,3,public_state,2025,Term1_Sep_Dec,16.2,0,48.6,3,25.9,4,HIGH
STU-04397,2,low_cost_private,2023,Term1_Sep_Dec,52.4,0,58.3,8,34.9,3,HIGH
STU-04398,3,public_state,2023,Term1_Sep_Dec,30.9,0,66.0,1,33.9,4,MEDIUM
STU-04399,1,elite_private,2025,Term2_Jan_Apr,0,1,100,0,94.5,0,LOW
STU-04400,3,public_state,2024,Term1_Sep_Dec,21.0,0,48.0,3,36.8,4,HIGH
STU-04401,1,elite_private,2025,Term1_Sep_Dec,9.1,0,78.6,0,75.2,0,LOW
STU-04402,2,low_cost_private,2025,Term2_Jan_Apr,50.3,0,61.3,8,45.8,2,HIGH
STU-04403,2,low_cost_private,2025,Term2_Jan_Apr,61.8,0,32.9,11,42.3,2,HIGH
STU-04404,2,low_cost_private,2025,Term3_Apr_Jul,88.7,0,57.5,7,37.5,5,HIGH
STU-04405,3,public_state,2023,Term1_Sep_Dec,8.2,0,60.8,7,42.6,3,MEDIUM
STU-04406,2,low_cost_private,2024,Term3_Apr_Jul,29.5,0,50.7,1,33.9,3,MEDIUM
STU-04407,1,elite_private,2024,Term1_Sep_Dec,0,1,99.2,1,95.0,0,LOW
STU-04408,3,public_state,2024,Term1_Sep_Dec,8.8,0,49.5,5,38.9,3,HIGH
STU-04409,3,public_state,2024,Term1_Sep_Dec,14.4,0,20.1,12,20.3,6,HIGH
STU-04410,2,low_cost_private,2025,Term3_Apr_Jul,32.4,0,75.9,0,64.5,0,LOW
STU-04411,3,public_state,2024,Term2_Jan_Apr,34.3,0,50.3,3,21.6,3,HIGH
STU-04412,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-04413,2,low_cost_private,2025,Term2_Jan_Apr,72.7,0,53.0,0,47.2,2,MEDIUM
STU-04414,2,low_cost_private,2023,Term2_Jan_Apr,64.2,0,51.9,5,36.5,4,HIGH
STU-04415,2,low_cost_private,2025,Term2_Jan_Apr,29.8,0,64.4,5,29.9,5,HIGH
STU-04416,2,low_cost_private,2025,Term2_Jan_Apr,64.4,0,49.6,4,38.1,6,HIGH
STU-04417,2,low_cost_private,2023,Term2_Jan_Apr,81.8,0,46.5,14,53.8,2,HIGH
STU-04418,2,low_cost_private,2023,Term2_Jan_Apr,35.6,0,49.1,11,46.8,3,HIGH
STU-04419,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,92.9,0,LOW
STU-04420,3,public_state,2025,Term2_Jan_Apr,37.4,0,47.6,7,20,4,HIGH
STU-04421,3,public_state,2024,Term1_Sep_Dec,2.0,0,61.2,0,55.2,3,MEDIUM
STU-04422,1,elite_private,2024,Term1_Sep_Dec,0,1,99.0,1,100,0,LOW
STU-04423,2,low_cost_private,2025,Term1_Sep_Dec,46.3,0,60.9,11,43.7,5,HIGH
STU-04424,3,public_state,2023,Term3_Apr_Jul,0,1,51.9,5,64.3,0,MEDIUM
STU-04425,2,low_cost_private,2023,Term1_Sep_Dec,54.2,0,45.6,10,39.8,4,HIGH
STU-04426,2,low_cost_private,2024,Term1_Sep_Dec,6.1,0,29.5,9,30.8,3,HIGH
STU-04427,2,low_cost_private,2025,Term3_Apr_Jul,16.1,0,85.6,0,75.1,0,LOW
STU-04428,3,public_state,2025,Term3_Apr_Jul,20.9,0,41.7,7,32.2,3,HIGH
STU-04429,1,elite_private,2024,Term3_Apr_Jul,0,1,94.7,0,89.2,0,LOW
STU-04430,3,public_state,2024,Term2_Jan_Apr,10.3,0,72.0,11,74.5,0,LOW
STU-04431,3,public_state,2025,Term2_Jan_Apr,19.5,0,59.2,0,43.9,3,MEDIUM
STU-04432,3,public_state,2024,Term2_Jan_Apr,10.8,0,69.9,2,40.2,3,MEDIUM
STU-04433,1,elite_private,2024,Term2_Jan_Apr,0,1,98.4,2,97.9,0,LOW
STU-04434,3,public_state,2024,Term3_Apr_Jul,12.4,0,55.7,4,50.4,4,MEDIUM
STU-04435,3,public_state,2025,Term1_Sep_Dec,29.1,0,56.5,0,47.1,4,MEDIUM
STU-04436,2,low_cost_private,2024,Term1_Sep_Dec,52.4,0,52.1,1,47.8,1,MEDIUM
STU-04437,2,low_cost_private,2025,Term3_Apr_Jul,81.6,0,54.7,4,30.9,6,HIGH
STU-04438,3,public_state,2023,Term2_Jan_Apr,22.4,0,64.5,0,48.4,1,MEDIUM
STU-04439,3,public_state,2023,Term2_Jan_Apr,18.7,0,72.0,0,34.0,2,MEDIUM
STU-04440,2,low_cost_private,2023,Term3_Apr_Jul,43.5,0,29.2,13,20,2,HIGH
STU-04441,2,low_cost_private,2024,Term2_Jan_Apr,99.7,0,74.5,1,51.6,3,MEDIUM
STU-04442,2,low_cost_private,2025,Term1_Sep_Dec,15.8,0,91.4,0,76.4,0,LOW
STU-04443,1,elite_private,2024,Term3_Apr_Jul,10.3,0,63.4,1,47.5,1,MEDIUM
STU-04444,3,public_state,2024,Term3_Apr_Jul,5,0,47.1,3,42.7,2,MEDIUM
STU-04445,3,public_state,2024,Term1_Sep_Dec,13.2,0,29.9,4,20,4,HIGH
STU-04446,2,low_cost_private,2024,Term1_Sep_Dec,37.6,0,44.3,14,28.4,5,HIGH
STU-04447,3,public_state,2025,Term1_Sep_Dec,0,1,58.6,8,20,4,HIGH
STU-04448,2,low_cost_private,2025,Term1_Sep_Dec,43.0,0,40.7,9,48.4,2,HIGH
STU-04449,2,low_cost_private,2024,Term3_Apr_Jul,94.2,0,47.6,6,48.4,3,HIGH
STU-04450,2,low_cost_private,2024,Term2_Jan_Apr,41.2,0,52.6,13,20,2,HIGH
STU-04451,3,public_state,2025,Term3_Apr_Jul,27.1,0,39.8,3,23.5,4,HIGH
STU-04452,3,public_state,2023,Term1_Sep_Dec,26.7,0,51.2,3,30.6,6,HIGH
STU-04453,2,low_cost_private,2025,Term2_Jan_Apr,16.2,0,87.8,2,69.0,0,LOW
STU-04454,3,public_state,2023,Term2_Jan_Apr,18.8,0,56.1,3,49.3,0,MEDIUM
STU-04455,3,public_state,2025,Term1_Sep_Dec,5.8,0,54.8,1,53.4,3,MEDIUM
STU-04456,1,elite_private,2024,Term1_Sep_Dec,0,1,99.2,1,96.9,0,LOW
STU-04457,3,public_state,2023,Term2_Jan_Apr,27.7,0,51.2,5,20,4,HIGH
STU-04458,2,low_cost_private,2023,Term1_Sep_Dec,40.4,0,58.4,11,40.6,5,HIGH
STU-04459,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-04460,2,low_cost_private,2025,Term1_Sep_Dec,21.0,0,47.7,4,28.2,2,HIGH
STU-04461,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,95.2,0,LOW
STU-04462,2,low_cost_private,2025,Term2_Jan_Apr,5,0,56.5,0,40.5,3,MEDIUM
STU-04463,1,elite_private,2024,Term2_Jan_Apr,0,1,99.2,1,100,0,LOW
STU-04464,3,public_state,2024,Term1_Sep_Dec,31.5,0,62.5,6,40.0,4,HIGH
STU-04465,1,elite_private,2023,Term3_Apr_Jul,0,1,80.4,0,74.9,0,LOW
STU-04466,3,public_state,2025,Term1_Sep_Dec,60,0,66.1,3,43.6,3,MEDIUM
STU-04467,2,low_cost_private,2025,Term2_Jan_Apr,30.0,0,58.7,1,70.5,1,MEDIUM
STU-04468,3,public_state,2024,Term1_Sep_Dec,45.5,0,39.6,6,26.3,5,HIGH
STU-04469,1,elite_private,2025,Term2_Jan_Apr,0,1,99.2,1,89.8,0,LOW
STU-04470,1,elite_private,2025,Term1_Sep_Dec,0,1,98.4,2,97.4,0,LOW
STU-04471,3,public_state,2025,Term3_Apr_Jul,49.9,0,52.2,1,24.0,6,HIGH
STU-04472,2,low_cost_private,2023,Term3_Apr_Jul,38.6,0,22.7,13,43.6,2,HIGH
STU-04473,2,low_cost_private,2024,Term3_Apr_Jul,19.1,0,82.8,0,78.0,0,LOW
STU-04474,1,elite_private,2023,Term2_Jan_Apr,0,1,100,0,92.8,0,LOW
STU-04475,3,public_state,2024,Term1_Sep_Dec,20.8,0,51.4,0,47.6,0,MEDIUM
STU-04476,1,elite_private,2023,Term1_Sep_Dec,0,1,100,0,90.8,0,LOW
STU-04477,2,low_cost_private,2025,Term3_Apr_Jul,35.5,0,49.0,4,27.9,4,HIGH
STU-04478,1,elite_private,2025,Term2_Jan_Apr,12.6,0,63.0,9,77.7,0,MEDIUM
STU-04479,2,low_cost_private,2023,Term1_Sep_Dec,18.3,0,85.0,3,80.3,0,LOW
STU-04480,3,public_state,2024,Term2_Jan_Apr,7.3,0,65.8,4,25,2,MEDIUM
STU-04481,2,low_cost_private,2025,Term2_Jan_Apr,59.4,0,53.2,8,49.7,2,HIGH
STU-04482,2,low_cost_private,2023,Term1_Sep_Dec,74.3,0,44.9,4,28.1,3,HIGH
STU-04483,1,elite_private,2024,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-04484,2,low_cost_private,2023,Term3_Apr_Jul,29.2,0,43.5,4,43.4,5,HIGH
STU-04485,3,public_state,2023,Term1_Sep_Dec,49.9,0,65.6,0,35.1,3,MEDIUM
STU-04486,2,low_cost_private,2023,Term2_Jan_Apr,62.9,0,29.0,9,43.2,2,HIGH
STU-04487,3,public_state,2024,Term2_Jan_Apr,33.3,0,71.2,2,46.6,1,MEDIUM
STU-04488,2,low_cost_private,2024,Term3_Apr_Jul,70.2,0,51.8,0,29.9,4,HIGH
STU-04489,3,public_state,2024,Term1_Sep_Dec,23.3,0,78.9,0,66.8,0,LOW
STU-04490,2,low_cost_private,2023,Term3_Apr_Jul,41.3,0,40.0,13,36.2,4,HIGH
STU-04491,2,low_cost_private,2024,Term2_Jan_Apr,41.9,0,41.7,16,42.4,2,HIGH
STU-04492,3,public_state,2024,Term1_Sep_Dec,19.1,0,45.6,0,55.2,2,MEDIUM
STU-04493,2,low_cost_private,2023,Term2_Jan_Apr,58.0,0,65.7,4,52.6,1,MEDIUM
STU-04494,2,low_cost_private,2023,Term2_Jan_Apr,53.8,0,38.6,7,38.7,4,HIGH
STU-04495,1,elite_private,2025,Term1_Sep_Dec,0,1,88.1,1,44.4,3,MEDIUM
STU-04496,3,public_state,2024,Term2_Jan_Apr,11.5,0,49.2,12,36.6,2,HIGH
STU-04497,2,low_cost_private,2023,Term3_Apr_Jul,35.6,0,20.4,4,20,2,HIGH
STU-04498,1,elite_private,2023,Term3_Apr_Jul,0,1,97.3,1,86.5,0,LOW
STU-04499,2,low_cost_private,2023,Term3_Apr_Jul,27.6,0,40.0,7,34.4,5,HIGH
STU-04500,2,low_cost_private,2025,Term1_Sep_Dec,13.0,0,86.3,8,67.3,0,LOW
STU-04501,2,low_cost_private,2025,Term2_Jan_Apr,24.2,0,57.5,0,42.0,2,MEDIUM
STU-04502,2,low_cost_private,2025,Term3_Apr_Jul,25.9,0,46.9,10,27.0,5,HIGH
STU-04503,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,85.9,0,LOW
STU-04504,3,public_state,2025,Term3_Apr_Jul,17.8,0,39.8,0,68.2,1,MEDIUM
STU-04505,3,public_state,2025,Term1_Sep_Dec,39.2,0,49.3,6,58.5,0,MEDIUM
STU-04506,2,low_cost_private,2024,Term3_Apr_Jul,61.7,0,38.2,10,44.7,2,HIGH
STU-04507,3,public_state,2024,Term3_Apr_Jul,25.1,0,56.2,0,37.9,2,MEDIUM
STU-04508,1,elite_private,2023,Term3_Apr_Jul,0,1,58.4,5,51.4,4,MEDIUM
STU-04509,2,low_cost_private,2024,Term2_Jan_Apr,30.1,0,43.9,11,65.5,0,MEDIUM
STU-04510,3,public_state,2023,Term1_Sep_Dec,22.2,0,57.8,0,27.9,3,MEDIUM
STU-04511,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-04512,1,elite_private,2023,Term1_Sep_Dec,0,1,96.8,4,97.9,0,LOW
STU-04513,1,elite_private,2025,Term2_Jan_Apr,0,1,99.2,1,92.3,0,LOW
STU-04514,1,elite_private,2023,Term2_Jan_Apr,0,1,98.4,2,95.8,0,LOW
STU-04515,1,elite_private,2024,Term3_Apr_Jul,0,1,98.4,2,90.5,0,LOW
STU-04516,3,public_state,2023,Term2_Jan_Apr,60,0,54.5,12,31.5,5,HIGH
STU-04517,2,low_cost_private,2023,Term1_Sep_Dec,13.2,0,87.3,0,79.0,0,LOW
STU-04518,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-04519,2,low_cost_private,2024,Term1_Sep_Dec,49.1,0,49.4,2,57.1,1,MEDIUM
STU-04520,3,public_state,2025,Term3_Apr_Jul,17.6,0,46.8,1,52.8,2,MEDIUM
STU-04521,3,public_state,2023,Term2_Jan_Apr,30.9,0,52.5,6,32.0,3,HIGH
STU-04522,3,public_state,2023,Term3_Apr_Jul,17.2,0,55.6,1,43.1,3,MEDIUM
STU-04523,2,low_cost_private,2025,Term1_Sep_Dec,35.7,0,35.1,11,42.7,3,HIGH
STU-04524,2,low_cost_private,2024,Term2_Jan_Apr,44.8,0,57.3,0,45.2,3,MEDIUM
STU-04525,3,public_state,2024,Term2_Jan_Apr,51.7,0,55.7,11,30.9,6,HIGH
STU-04526,1,elite_private,2025,Term1_Sep_Dec,0,1,100,0,93.0,0,LOW
STU-04527,1,elite_private,2023,Term2_Jan_Apr,5.6,0,76.8,2,55.9,1,LOW
STU-04528,3,public_state,2025,Term2_Jan_Apr,14.1,0,41.1,2,28.6,4,HIGH
STU-04529,3,public_state,2023,Term3_Apr_Jul,58.5,0,47.4,6,39.9,5,HIGH
STU-04530,3,public_state,2024,Term1_Sep_Dec,19.2,0,62.9,0,33.0,3,MEDIUM
STU-04531,3,public_state,2024,Term1_Sep_Dec,31.9,0,50.0,4,49.4,2,MEDIUM
STU-04532,2,low_cost_private,2025,Term1_Sep_Dec,15.4,0,87.2,0,94.5,0,LOW
STU-04533,2,low_cost_private,2024,Term2_Jan_Apr,58.8,0,42.0,1,49.0,1,MEDIUM
